condition,size,alpha
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,70,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,25,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,18,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,23,2.0
subcritical,1,2.0
subcritical,26,2.0
subcritical,10,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,227,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,22,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,13,2.0
subcritical,14,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,16,2.0
subcritical,1,2.0
subcritical,45,2.0
subcritical,175,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,36,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,11,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,22,2.0
subcritical,13,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,11,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,5,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,11,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,2,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,12,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,10,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,11,2.0
subcritical,146,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,20,2.0
subcritical,23,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,250,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,18,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,26,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,13,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,6,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,55,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,23,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,19,2.0
subcritical,1,2.0
subcritical,38,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,125,2.0
subcritical,3,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,138,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,17,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,12,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,14,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,12,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,7,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,12,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,13,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,51,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,17,2.0
subcritical,1,2.0
subcritical,11,2.0
subcritical,4,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,73,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,50,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,14,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,4,2.0
subcritical,14,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,17,2.0
subcritical,5,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,44,2.0
subcritical,1,2.0
subcritical,14,2.0
subcritical,11,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,332,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,41,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,21,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,20,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,12,2.0
subcritical,6,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,4,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,49,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,15,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,17,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,71,2.0
subcritical,16,2.0
subcritical,7,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,26,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,20,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,26,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,14,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,10,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,25,2.0
subcritical,5,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,21,2.0
subcritical,5,2.0
subcritical,10,2.0
subcritical,1,2.0
subcritical,15,2.0
subcritical,5,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,24,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,18,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,14,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,10,2.0
subcritical,17,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,11,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,13,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,13,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,11,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,17,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,19,2.0
subcritical,10,2.0
subcritical,8,2.0
subcritical,5,2.0
subcritical,17,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,17,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,41,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,633,2.0
subcritical,4,2.0
subcritical,7,2.0
subcritical,2,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,8,2.0
subcritical,11,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,19,2.0
subcritical,723,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,13,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,19,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,33,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,7,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,22,2.0
subcritical,13,2.0
subcritical,11,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,12,2.0
subcritical,5,2.0
subcritical,47,2.0
subcritical,8,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,9,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,22,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,14,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,16,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,89,2.0
subcritical,19,2.0
subcritical,1,2.0
subcritical,15,2.0
subcritical,1,2.0
subcritical,6,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,21,2.0
subcritical,1,2.0
subcritical,18,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,9,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,17,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,4,2.0
subcritical,5,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,10,2.0
subcritical,1,2.0
subcritical,57,2.0
subcritical,7,2.0
subcritical,3,2.0
subcritical,16,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,7,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,15,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,2,2.0
subcritical,18,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,5,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,4,2.0
subcritical,1,2.0
subcritical,3,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,19,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,2,2.0
subcritical,1,2.0
subcritical,1,2.0
subcritical,5,2.0
subcritical,2,2.0
